COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 12;2024-05-20;Coliformes Termotolerantes;40;NMP/100mL
PAS 09;2022-11-22;Coliformes termotolerantes;36;NMP/100mL
PAS 21;2024-05-22;Coliformes Termotolerantes;20;NMP/100mL
PAS 09;2023-11-28;Coliformes termotolerantes;20;NMP/100mL
PAS 22;2023-11-29;Coliformes termotolerantes;20;NMP/100mL
PAS 13;2023-11-29;Coliformes termotolerantes;68;NMP/100mL
PAS 14;2023-11-29;Coliformes termotolerantes;20;NMP/100mL
PAS 15;2023-11-29;Coliformes termotolerantes;20;NMP/100mL
PAS 16;2023-11-29;Coliformes termotolerantes;92;NMP/100mL
PAS 17;2023-11-28;Coliformes termotolerantes;45;NMP/100mL
PAS 18;2023-11-28;Coliformes termotolerantes;<1.8;NMP/100mL
PAS 19;2023-11-29;Coliformes termotolerantes;<1.8;NMP/100mL
PAS 20;2023-11-27;Coliformes termotolerantes;230;NMP/100mL
PAS 25;2023-11-27;Coliformes termotolerantes;20;NMP/100mL
PAS 25;2024-07-24 10:38:00;Coliformes Totais;270;NMP/100mL
PAS 32;2024-06-24;Coliformes Termotolerantes;20;NMP/100mL
PAS 08;2022-11-25;Coliformes termotolerantes;9.1999999999999993;NMP/100mL
PAS 26;2023-11-29;Coliformes termotolerantes;20;NMP/100mL
PAS 28;2023-11-27;Coliformes termotolerantes;110;NMP/100mL
PAS 30;2023-11-28;Coliformes termotolerantes;20;NMP/100mL
PAS 12;2021-07-04;Coliformes termotolerantes;4;NMP/100mL
PAS 33;2023-11-29;Coliformes termotolerantes;20;NMP/100mL
PAS 08;2021-07-07;Coliformes termotolerantes;2;NMP/100mL
PAS 08;2024-07-24 10:44:00;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 09;2024-06-24;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 11;2024-06-24;Coliformes Termotolerantes;<1.8;NMP/100mL
PAS 23;2023-11-24;Coliformes termotolerantes;Ausente;NMP/100mL
PAS 23;2024-02-22;Coliformes Termotolerantes;Presente;-
PAS 23;2024-04-16;Coliformes Termotolerantes;Presente;-
PAS 23;2023-11-24;Coliformes totais;22000;NMP/100mL
PAS 01;2023-11-27;Coliformes totais;<1.8;NMP/100mL
PAS 02;2023-11-27;Coliformes totais;93;NMP/100mL
PAS 03;2023-11-22;Sulfeto (H2S não dissociado);<0.001;mg/L
PAS 04;2023-11-27;Coliformes totais;1700;NMP/100mL
PAS 05;2023-11-28;Coliformes totais;230;NMP/100mL
PAS 06;2023-11-28;Coliformes totais;230;NMP/100mL
PAS 07;2023-11-28;Coliformes totais;45;NMP/100mL
PAS 08;2023-11-28;Coliformes totais;<1.8;NMP/100mL
PAS 09;2023-11-28;Coliformes totais;45;NMP/100mL
PAS 10;2023-11-27;Coliformes totais;110;NMP/100mL
PAS 11;2023-11-28;Coliformes totais;<1.8;NMP/100mL
PAS 12;2023-11-28;Coliformes totais;<1.8;NMP/100mL
PAS 13;2023-11-29;Coliformes totais;330;NMP/100mL
PAS 14;2023-11-29;Coliformes totais;68;NMP/100mL
PAS 15;2023-11-29;Coliformes totais;110;NMP/100mL
PAS 16;2023-11-29;Coliformes totais;460;NMP/100mL
PAS 17;2023-11-28;Coliformes totais;110;NMP/100mL
PAS 18;2023-11-28;Coliformes totais;<1.8;NMP/100mL
PAS 19;2023-11-29;Coliformes totais;<1.8;NMP/100mL
PAS 20;2023-11-27;Coliformes totais;330;NMP/100mL
PAS 22;2023-11-29;Coliformes totais;68;NMP/100mL
PAS 23;2023-11-29;Coliformes totais;78;NMP/100mL
PAS 24;2023-11-29;Coliformes totais;68;NMP/100mL
PAS 25;2023-11-27;Coliformes totais;68;NMP/100mL
PAS 26;2023-11-29;Coliformes totais;92;NMP/100mL
PAS 28;2023-11-27;Coliformes totais;330;NMP/100mL
PAS 30;2023-11-28;Coliformes totais;68;NMP/100mL
PAS 32;2023-11-27;Coliformes totais;1700;NMP/100mL
PAS 33;2023-11-29;Coliformes totais;20;NMP/100mL
PAS 23;2024-02-22;Coliformes Totais;Presente;-
PAS 23;2024-03-18;Coliformes Totais;16000;NMP/100mL
PAS 23;2024-04-16;Coliformes Totais;Presente;-
PAS 23;2024-05-22;Coliformes Totais;330;NMP/100mL
PAS 23;2024-06-26;Coliformes Totais;490;NMP/100mL
PAS 23;2024-07-23 16:51:00;Coliformes Totais;20;NMP/100mL
PAS 23;2023-11-24;Cianeto total;<1.;µg/L
PAS 17;2023-11-28;Cianeto total;<0.001;mg/L
PAS 18;2023-11-28;Cianeto total;<0.002;mg/L
PAS 11;2024-04-15;Manganês Total;<0.01;mg/L
PAS 01;2023-11-27;Manganês Total;1.2E-2;mg/L
PAS 02;2023-11-27;Manganês Total;7.0000000000000007E-2;mg/L
PAS 03;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 04;2023-11-27;Manganês Total;0.02;mg/L
PAS 05;2023-11-28;Manganês Total;0.46700000000000003;mg/L
PAS 06;2023-11-28;Manganês Total;9.1999999999999998E-2;mg/L
PAS 07;2023-11-28;Manganês Total;0.03;mg/L
PAS 12;2024-03-19;Manganês Total;<0.01;mg/L
PAS 21;2024-06-26;Manganês Total;0.01;mg/L
PAS 21;2024-02-22;Manganês Total;<0.01;mg/L
PAS 22;2024-06-26;Manganês Total;<0.01;mg/L
PAS 22;2024-02-22;Manganês Total;<0.01;mg/L
PAS 13;2023-11-29;Manganês Total;2.8000000000000001E-2;mg/L
PAS 14;2023-11-29;Manganês Total;8.2000000000000003E-2;mg/L
PAS 15;2023-11-29;Manganês Total;4.9000000000000002E-2;mg/L
PAS 16;2023-11-29;Manganês Total;1.9E-2;mg/L
PAS 17;2023-11-28;Manganês Total;0.02;mg/L
PAS 18;2023-11-28;Manganês Total;0.216;mg/L
PAS 19;2023-11-29;Manganês Total;<0.01;mg/L
PAS 20;2023-11-27;Manganês Total;0.20399999999999999;mg/L
PAS 12;2023-11-28;Manganês Total;0.01;mg/L
PAS 32;2023-11-27;Manganês Total;<0.01;mg/L
PAS 23;2024-02-22;Manganês Total;<0.01;mg/L
PAS 25;2024-03-19;Manganês Total;<0.01;mg/L
PAS 26;2023-11-29;Manganês Total;<0.01;mg/L
PAS 28;2023-11-27;Manganês Total;3.4000000000000002E-2;mg/L
PAS 30;2023-11-28;Manganês Total;<0.01;mg/L
PAS 32;2024-05-20;Manganês Total;<0.01;mg/L
PAS 33;2023-11-29;Manganês Total;0.01;mg/L
PAS 32;2024-03-19;Manganês Total;<0.01;mg/L
PAS 32;2024-07-24 12:30:00;Manganês Total;<0.01;mg/L
PAS 24;2024-07-22 16:37:00;Manganês Total;<0.01;mg/L
PAS 08;2023-11-23;Manganês Total;<0.007;mg/L
PAS 10;2023-11-22;Manganês Total;<0.007;mg/L
PAS 21;2023-11-24;Manganês Total;<0.007;mg/L
PAS 23;2023-11-24;Temperatura do ambiente;34;°C
PAS 23;2023-12-14;Temperatura do ambiente;29;°C
PAS 24;2023-12-14;Temperatura do ambiente;30.9;°C
PAS 30;2023-12-14;Temperatura do ambiente;32;°C
PAS 33;2023-12-14;Temperatura do ambiente;33;°C
PAS 08;2023-12-15;Temperatura do ambiente;27;°C
PAS 26;2023-12-15;Temperatura do ambiente;29;°C
PAS 29;2023-12-15;Temperatura do ambiente;28;°C
PAS 31;2023-12-15;Temperatura do ambiente;28;°C
PAS 23;2024-05-22;Temperatura Ambiente;29.7;°C
PAS 23;2024-06-26;Temperatura Ambiente;24;°C
PAS 23;2024-06-26;Temperatura Ambiente;24.3;°C
PAS 23;2024-06-26;Temperatura Ambiente;24.2;°C
PAS 23;2024-05-22;Temperatura Ambiente;29.8;°C
PAS 23;2024-04-16;Temperatura Ambiente;30;°C
PAS 23;2024-04-16;Temperatura Ambiente;30.5;°C
PAS 23;2024-07-23 16:51:00;Temperatura do Ambiente;29;°C
PAS 23;2024-07-23 16:03:00;Temperatura do Ambiente;29;°C
PAS 23;2024-07-23 16:49:00;Temperatura do Ambiente;29;°C
PAS 01;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 02;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 03;2023-11-22;Temperatura da amostra;28.7;°C
PAS 04;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 05;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 06;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 07;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 08;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 09;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 10;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 11;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 12;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 13;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 14;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 15;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 16;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 17;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 18;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 19;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 20;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 22;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 23;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 24;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 25;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 26;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 28;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 30;2023-11-28;Sulfeto Total;<0.001;mg/L
PAS 32;2023-11-27;Sulfeto Total;<0.001;mg/L
PAS 33;2023-11-29;Sulfeto Total;<0.001;mg/L
PAS 23;2024-05-22;Sulfeto Total;<0.001;mg/L
PAS 23;2024-06-26;Sulfeto Total;<0.001;mg/L
PAS 23;2024-02-22;Sulfeto Total;<0.001;mg/L
PAS 23;2024-03-18;Sulfeto Total;1.2E-2;mg/L
PAS 23;2024-04-16;Sulfeto Total;2E-3;mg/L
PAS 23;2024-07-23 16:51:00;Sulfeto Total;<0.001;mg/L
PAS 01;2023-11-27;Nitrogênio Orgânico;<0.3;mg/L
PAS 02;2023-11-27;Nitrogênio Orgânico;<0.3;mg/L
PAS 03;2023-11-27;Temperatura;29.2;°C
PAS 04;2023-11-27;Nitrogênio Orgânico;<0.3;mg/L
PAS 05;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 06;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 07;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 08;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 09;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 10;2023-11-27;Nitrogênio Orgânico;<1.;mg/L
PAS 11;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 12;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 13;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 14;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 15;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 16;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 17;2023-11-28;Nitrogênio Orgânico;<1.;mg/L
PAS 18;2023-11-28;Nitrogênio Orgânico;<0.3;mg/L
PAS 19;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 20;2023-11-27;Nitrogênio Orgânico;<1.;mg/L
PAS 22;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 24;2023-11-29;Nitrogênio Orgânico;<1.;mg/L
PAS 25;2023-11-27;Nitrogênio Orgânico;<1.;mg/L
PAS 26;2023-11-29;Nitrogênio Orgânico;<0.3;mg/L
PAS 28;2023-11-27;Nitrogênio Orgânico;<0.3;mg/L
PAS 30;2023-11-28;Nitrogênio Orgânico;<1.;mg/L
PAS 32;2023-11-27;Nitrogênio Orgânico;<0.3;mg/L
PAS 33;2023-11-29;Nitrogênio Orgânico;<1.;mg/L
PAS 23;2024-05-22;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2024-06-26;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2024-02-22;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2024-03-18;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2024-04-16;Nitrogênio Orgânico;<0.3;mg/L
PAS 23;2024-07-23 16:51:00;Nitrogênio Orgânico;<0.3;mg/L
PAS 26;2024-03-18;Nitrito;<0.003;mg/L
PAS 28;2024-02-20;Nitrito;<0.003;mg/L
PAS 28;2024-03-20;Nitrito;<0.003;mg/L
PAS 01;2020-12-16;Nitrato;<0.01;mg/L
PAS 01;2021-07-04;Nitrato;<0.01;mg/L
PAS 01;2021-12-04;Nitrato;<0.01;mg/L
PAS 23;2024-06-26;Manganês Dissolvido;<0.003;mg/L
PAS 23;2024-07-23 16:03:00;Manganês Dissolvido;<0.003;mg/L
PAS 23;2024-06-26;Chumbo Dissolvido;<0.01;mg/L
PAS 23;2024-07-23 16:03:00;Chumbo Dissolvido;<0.01;mg/L
PAS 23;2024-06-26;Cobre Dissolvido;<0.0003;mg/L
PAS 23;2024-07-23 16:03:00;Cobre Dissolvido;<0.0003;mg/L
PAS 23;2024-06-26;Ferro Dissolvido;2.9000000000000001E-2;mg/L
PAS 23;2024-07-23 16:03:00;Ferro Dissolvido;3.2000000000000001E-2;mg/L
PAS 17;2023-11-28;1,1-Dicloroeteno;<0.6;µg/L
PAS 18;2023-11-28;1,1-Dicloroeteno;<0.6;µg/L
PAS 17;2023-11-28;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 18;2023-11-28;1,2-Dicloroeteno (cis + trans);<0.6;µg/L
PAS 17;2023-11-28;Antimônio total;<0.0003;mg/L
PAS 18;2023-11-28;Antimônio total;<0.0003;mg/L
PAS 17;2023-11-28;Arsênio total;<0.0003;mg/L
PAS 18;2023-11-28;Arsênio total;<0.0003;mg/L
PAS 17;2023-11-28;Bário total;5.6500000000000002E-2;mg/L
PAS 18;2023-11-28;Bário total;4.9099999999999998E-2;mg/L
PAS 17;2023-11-28;Benzeno;<0.04;µg/L
PAS 18;2023-11-28;Benzeno;<0.04;µg/L
PAS 17;2023-11-28;Cloreto de Vinila;<0.0011;µg/L
PAS 18;2023-11-28;Cloreto de Vinila;<0.0011;µg/L
PAS 17;2023-11-28;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 18;2023-11-28;Di(2-etilhexil)ftalato (Bis(2-etilhexil)ftalato);<0.002;µg/L
PAS 17;2023-11-28;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 18;2023-11-28;Cloreto de Metileno (Diclorometano);<0.28;µg/L
PAS 17;2023-11-28;Etilbenzeno;<0.6;µg/L
PAS 18;2023-11-28;Etilbenzeno;<0.6;µg/L
PAS 17;2023-11-28;Fluoreto Total;<0.006;mg/L
PAS 18;2023-11-28;Fluoreto Total;0.04;mg/L
PAS 17;2023-11-28;Mercúrio total;<0.00003;mg/L
PAS 18;2023-11-28;Mercúrio total;<0.00003;mg/L
PAS 01;2023-11-27;Alumínio total;0.60499999999999998;mg/L
PAS 02;2023-11-27;Alumínio total;0.34899999999999998;mg/L
PAS 03;2023-11-22;Temperatura do ambiente;28.4;°C
PAS 04;2023-11-27;Alumínio total;9.65;mg/L
PAS 05;2023-11-28;Alumínio total;32.6;mg/L
PAS 06;2023-11-28;Alumínio total;1.23;mg/L
PAS 07;2023-11-28;Alumínio total;4.08;mg/L
PAS 08;2023-11-28;Alumínio total;0.98499999999999999;mg/L
PAS 09;2023-11-28;Alumínio total;0.94399999999999995;mg/L
PAS 10;2023-11-27;Alumínio total;6.2E-2;mg/L
PAS 11;2023-11-28;Alumínio total;2.23;mg/L
PAS 12;2023-11-28;Alumínio total;4.87;mg/L
PAS 13;2023-11-29;Alumínio total;3.52;mg/L
PAS 14;2023-11-29;Alumínio total;3.21;mg/L
PAS 15;2023-11-29;Alumínio total;5.47;mg/L
PAS 16;2023-11-29;Alumínio total;55;mg/L
PAS 17;2023-11-28;Alumínio total;5.16;mg/L
PAS 18;2023-11-28;Alumínio total;9.4600000000000009;mg/L
PAS 19;2023-11-29;Alumínio total;3.59;mg/L
PAS 20;2023-11-27;Alumínio total;89.4;mg/L
PAS 22;2023-11-29;Alumínio total;3.39;mg/L
PAS 23;2023-11-29;Alumínio total;0.88600000000000001;mg/L
PAS 24;2023-11-29;Alumínio total;0.51300000000000001;mg/L
PAS 25;2023-11-27;Alumínio total;37;mg/L
PAS 26;2023-11-29;Alumínio total;4.16;mg/L
PAS 28;2023-11-27;Alumínio total;19;mg/L
PAS 30;2023-11-28;Alumínio total;0.32900000000000001;mg/L
PAS 32;2023-11-27;Alumínio total;4.25;mg/L
PAS 33;2023-11-29;Alumínio total;3.15;mg/L
PAS 17;2023-11-28;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 18;2023-11-28;Clorobenzeno (Monoclorobenzeno);<0.08;µg/L
PAS 17;2023-11-28;Selênio total;<0.003;mg/L
PAS 18;2023-11-28;Selênio total;<0.003;mg/L
PAS 17;2023-11-28;Surfactantes;<0.3;mg/L
PAS 18;2023-11-28;Surfactantes;0.31;mg/L
PAS 17;2023-11-28;Urânio total;<0.003;mg/L
PAS 18;2023-11-28;Urânio total;<0.003;mg/L
PAS 17;2023-11-28;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 18;2023-11-28;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 17;2023-11-28;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 18;2023-11-28;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 17;2023-11-28;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 18;2023-11-28;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 17;2023-11-28;Escherichia coli;Ausente;100mL
PAS 18;2023-11-28;Escherichia coli;Ausente;100mL
PAS 17;2023-11-28;Gosto e Odor;12;-
PAS 18;2023-11-28;Gosto e Odor;12;-
PAS 17;2023-11-28;Tolueno;<0.06;µg/L
PAS 18;2023-11-28;Tolueno;<0.06;µg/L
PAS 06;2022-05-28;Alcalinidade total;8;mg/L
PAS 06;2023-05-16;Alcalinidade total;8;mg/L
PAS 07;2024-03-20;Alcalinidade Total;8;mg/L
PAS 13;2024-04-17;Alcalinidade Total;8;mg/L
PAS 14;2022-11-24;Alcalinidade total;8;mg/L
PAS 15;2022-11-24;Alcalinidade total;8;mg/L
PAS 15;2023-05-17;Alcalinidade total;8;mg/L
PAS 33;2024-05-22;Alumínio Dissolvido;3.3000000000000002E-2;mg/L
PAS 33;2024-03-18;Alumínio Dissolvido;3.2000000000000001E-2;mg/L
PAS 35;2024-04-17;Alumínio Dissolvido;3.2000000000000001E-2;mg/L
PAS 05;2024-05-23;Alumínio Dissolvido;3.1E-2;mg/L
PAS 04;2023-11-24;Alumínio dissolvido;0.03;mg/L
PAS 30;2024-06-26;Alumínio Dissolvido;0.03;mg/L
PAS 34;2024-06-27;Alumínio Dissolvido;0.03;mg/L
PAS 26;2023-11-23;Amônia;<0.6;mg/L
PAS 26;2024-05-21;Amônia;<0.005;mg/L
PAS 26;2024-06-27;Amônia;<0.005;mg/L
PAS 26;2024-02-20;Amônia;0.48599999999999999;mg/L
PAS 26;2024-03-18;Amônia;0.122;mg/L
PAS 26;2024-04-17;Amônia;<0.1;mg/L
PAS 26;2024-07-26 15:20:00;Amônia;<0.5;mg/L
PAS 26;2023-11-23;Cádmio total;<0.001;mg/L
PAS 26;2024-05-21;Cádmio Total;<0.0003;mg/L
PAS 26;2024-06-27;Cádmio Total;<0.0003;mg/L
PAS 26;2024-02-20;Cádmio Total;<0.0003;mg/L
PAS 26;2024-03-18;Cádmio Total;<0.0003;mg/L
PAS 26;2024-04-17;Cádmio Total;<0.0003;mg/L
PAS 26;2024-07-26 15:20:00;Cádmio Total;<0.0003;mg/L
PAS 26;2023-11-23;Chumbo total;<0.005;mg/L
PAS 26;2024-05-21;Chumbo Total;<0.003;mg/L
PAS 26;2024-06-27;Chumbo Total;<0.01;mg/L
PAS 26;2024-02-20;Chumbo Total;6.3E-2;mg/L
PAS 26;2024-03-18;Chumbo Total;<0.003;mg/L
PAS 26;2024-04-17;Chumbo Total;<0.003;mg/L
PAS 26;2024-07-26 15:20:00;Chumbo Total;<0.003;mg/L
PAS 26;2023-11-23;Cloreto;22.5;mg/L
PAS 26;2024-05-21;Cloreto;64.5;mg/L
PAS 26;2024-06-27;Cloreto;153;mg/L
PAS 26;2024-01-25;Cloreto Total;47.2;mg/L
PAS 26;2024-02-20;Cloreto;57.5;mg/L
PAS 26;2024-03-18;Cloreto Total;13;mg/L
PAS 26;2024-04-17;Cloreto;14.9;mg/L
PAS 26;2024-07-26 15:20:00;Cloreto;344;mg/L
PAS 26;2023-11-23;Cobre total;0.129;mg/L
PAS 26;2024-05-21;Cobre Total;3.8E-3;mg/L
PAS 26;2024-06-27;Cobre Total;<0.0003;mg/L
PAS 26;2024-02-20;Cobre Total;2.8E-3;mg/L
PAS 26;2024-03-18;Cobre Total;1.6999999999999999E-3;mg/L
PAS 26;2024-04-17;Cobre Total;<0.0003;mg/L
PAS 26;2024-07-26 15:20:00;Cobre Total;<0.0003;mg/L
PAS 14;2020-12-16;Condutividade elétrica;20.2;µS/cm
PAS 02;2024-02-19;Condutividade;20;µS/cm
PAS 04;2024-02-19;Condutividade;20;µS/cm
PAS 06;2024-02-19;Condutividade;20;µS/cm
PAS 07;2024-02-19;Condutividade;20;µS/cm
PAS 30;2024-02-20;Condutividade;20;µS/cm
PAS 27;2024-02-20;Condutividade;20;µS/cm
PAS 27;2024-04-15;Condutividade;20;µS/cm
PAS 31;2024-02-20;Condutividade;20;µS/cm
PAS 34;2024-02-22;Condutividade;20;µS/cm
PAS 30;2024-04-17;Cor Verdadeira;12;mg/L
PAS 01;2024-06-25;Cor Verdadeira;11;mg/L
PAS 14;2024-03-18;Cor Verdadeira;11;mg/L
PAS 02;2023-11-27;Cor verdadeira;11;mg/L
PAS 30;2024-05-21;Cor Verdadeira;11;mg/L
PAS 30;2024-06-26;Cor Verdadeira;11;mg/L
PAS 01;2024-05-23;Cor Verdadeira;<10;mg/L
PAS 26;2023-11-23;Cromo total;<0.003;mg/L
PAS 26;2024-05-21;Cromo Total;<0.003;mg/L
PAS 26;2024-06-27;Cromo Total;<0.01;mg/L
PAS 26;2024-02-20;Cromo Total;1.72E-2;mg/L
PAS 26;2024-03-18;Cromo Total;<0.003;mg/L
PAS 26;2024-04-17;Cromo Total;<0.003;mg/L
PAS 26;2024-07-26 15:20:00;Cromo Total;<0.003;mg/L
PAS 28;2024-07-22 15:19:00;DBO 5;<1.;mg/L
PAS 30;2024-05-21;DBO 5;<1.;mg/L
PAS 30;2024-06-26;DBO 5;<1.;mg/L
PAS 30;2024-03-21;DBO 5;<1.;mg/L
PAS 30;2024-04-17;DBO 5;<1.;mg/L
PAS 33;2024-05-22;DBO 5;<1.;mg/L
PAS 33;2024-06-27;DBO 5;<1.;mg/L
PAS 26;2023-11-23;DQO;<5.;mg/L
PAS 26;2024-05-21;DQO;<20;mg/L
PAS 26;2024-06-27;DQO;<20;mg/L
PAS 26;2024-02-20;DQO;51;mg/L
PAS 26;2024-03-18;DQO;<20;mg/L
PAS 26;2024-04-17;DQO;<20;mg/L
PAS 26;2024-07-26 15:20:00;DQO;<20;
PAS 26;2023-11-23;Dureza;53;mg/L
PAS 26;2024-05-21;Dureza Total;26;mg/L
PAS 26;2024-06-27;Dureza Total;50;mg/L
PAS 26;2024-02-20;Dureza Total;80.540000000000006;mg/L
PAS 26;2024-03-18;Dureza Total;28;mg/L
PAS 26;2024-04-17;Dureza Total;22;mg/L
PAS 26;2024-07-26 15:20:00;Dureza Total;48;mg/L
PAS 26;2023-11-23;Fenóis;<0.001;mg/L
PAS 26;2024-05-21;Fenóis Totais;<0.001;mg/L
PAS 26;2024-06-27;Fenóis Totais;<0.001;mg/L
PAS 26;2024-02-20;Fenóis Totais;4.7E-2;mg/L
PAS 26;2024-03-18;Fenóis Totais;<0.001;mg/L
PAS 26;2024-04-17;Fenóis Totais;<0.001;mg/L
PAS 26;2024-07-26 15:20:00;Fenóis Totais;<0.001;mg/L
PAS 26;2023-11-23;Ferro total;6.13;mg/L
PAS 26;2024-05-21;Ferro Total;2;mg/L
PAS 26;2024-06-27;Ferro Total;10.1;mg/L
PAS 26;2024-02-20;Ferro Total;75.099999999999994;mg/L
PAS 26;2024-03-18;Ferro Total;4.79;mg/L
PAS 26;2024-04-17;Ferro Total;2.35;mg/L
PAS 26;2024-07-26 15:20:00;Ferro Total;1.01;mg/L
PAS 26;2023-11-23;Fosfato;7.0000000000000007E-2;mg/L
PAS 26;2024-05-21;Fosfato Total;<0.006;mg/L
PAS 26;2024-06-27;Fosfato Total;0.16900000000000001;mg/L
PAS 26;2024-02-20;Fosfato Total;0.49399999999999999;mg/L
PAS 26;2024-03-18;Fosfato Total;<0.006;mg/L
PAS 26;2024-04-17;Fosfato Total;<0.006;mg/L
PAS 26;2024-07-26 15:20:00;Fosfato Total;<0.006;mg/L
PAS 26;2024-03-18;Fósforo Total;<0.003;mg/L
PAS 26;2024-07-26 15:20:00;Fósforo Total;<0.003;mg/L
PAS 28;2024-05-23;Fósforo Total;<0.003;mg/L
PAS 28;2024-06-25;Fósforo Total;<0.003;mg/L
PAS 28;2024-02-20;Fósforo Total;<0.003;mg/L
PAS 28;2024-03-20;Fósforo Total;<0.003;mg/L
PAS 28;2024-04-15;Fósforo Total;<0.003;mg/L
PAS 26;2023-11-23;Níquel total;<0.007;mg/L
PAS 26;2024-05-21;Níquel Total;<0.003;mg/L
PAS 26;2024-06-27;Níquel Total;<0.003;mg/L
PAS 26;2024-02-20;Níquel Total;<0.003;mg/L
PAS 26;2024-03-18;Níquel Total;<0.003;mg/L
PAS 26;2024-04-17;Níquel Total;<0.003;mg/L
PAS 26;2024-07-26 15:20:00;Níquel Total;<0.003;mg/L
PAS 02;2020-12-16;Nitrato;<0.01;mg/L
PAS 08;2024-06-26;Nitrito (como N);<0.001;mg/L
PAS 09;2024-06-24;Nitrito (como N);<0.001;mg/L
PAS 21;2024-06-26;Nitrito (como N);<0.001;mg/L
PAS 30;2024-02-20;Nitrito;<0.003;mg/L
PAS 30;2024-03-21;Nitrito;<0.003;mg/L
PAS 33;2024-02-22;Nitrito;<0.003;mg/L
PAS 33;2024-03-18;Nitrito;<0.003;mg/L
PAS 26;2023-11-23;Nitrogênio amoniacal;<0.6;mg/L
PAS 26;2024-05-21;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 26;2024-06-27;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 26;2024-02-20;Nitrogênio Amoniacal Total;0.4;mg/L
PAS 26;2024-03-18;Nitrogênio Amoniacal Total;0.1;mg/L
PAS 26;2024-04-17;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 26;2024-07-26 15:20:00;Nitrogênio Amoniacal Total;<0.4;mg/L
PAS 26;2023-11-23;Nitrogênio Kjeldahl;<4.;mg/L
PAS 26;2023-11-23;Nitrogênio total;0.66;mg/L
PAS 26;2024-05-21;Nitrogênio Total;<0.15;mg/L
PAS 26;2024-06-27;Nitrogênio Total;1.1000000000000001;mg/L
